EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
100804,114.374,10.925999999999998,81.74600000000002,224.648,0.168,220.4,0.509,1.007,219.394,796.538,1.877,0.826,0.0,59.487,1.592,-1.351,111.661,2.261,-0.598,67.794,-0.472,886.27,3,219.198,0.634,2.317,205.144,0.8029999999999999,1.257,625.39,0.0640607773058,b
100805,109.838,1.118,64.309,198.636,5.0939999999999985,1367.215,-5.784,1.3090000000000002,1.724,363.074,2.294,0.982,0.8170000000000001,31.86,-0.718,1.219,73.102,0.308,0.406,102.437,0.393,399.6880000000001,2,201.36,1.7080000000000002,-2.339,56.753,-3.386,2.212,258.112,0.00150270483101,s
100806,187.613,13.907,147.22299999999996,106.779,-999.0,-999.0,-999.0,3.408,68.532,288.389,4.716,-1.394,-999.0,25.716,0.067,-2.431,121.263,1.625,0.6,11.862,0.969,361.294,1,141.41,0.547,-2.042,-999.0,-999.0,-999.0,141.41,1.34621382416,b
100807,119.615,35.868,92.331,2.689,-999.0,-999.0,-999.0,3.059,2.689,79.51899999999998,0.958,-1.414,-999.0,40.604,-1.851,-0.316,38.915,-0.696,3.134,14.253,1.402,128.399,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.68839615885,b
100808,76.86,49.73,56.28,95.787,-999.0,-999.0,-999.0,1.49,30.8,152.908,2.276,0.8270000000000001,-999.0,25.065,0.297,-1.021,57.053,1.33,-2.096,32.628,-0.868,268.782,1,70.791,-3.563,1.848,-999.0,-999.0,-999.0,70.791,0.07389912981499999,b
100809,79.899,53.179,63.72,41.362,-999.0,-999.0,-999.0,2.218,2.297,114.611,2.59,-1.3730000000000002,-999.0,20.972,-0.19,0.532,54.322,0.545,2.624,23.238000000000003,-1.968,154.769,1,39.31800000000001,-3.303,-0.425,-999.0,-999.0,-999.0,39.31800000000001,5.19236165719,b
100810,97.689,15.550999999999998,68.612,3.715,-999.0,-999.0,-999.0,2.8360000000000003,3.715,68.487,0.7170000000000001,-1.368,-999.0,39.894,1.646,-2.521,28.593000000000004,2.137,0.273,15.187,1.038,137.30100000000002,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.07251333926,b
100811,87.881,45.525,54.643,3.277,-999.0,-999.0,-999.0,3.024,3.277,56.174,1.634,-0.647,-999.0,21.327,0.632,-2.48,34.847,0.805,0.784,14.872,-2.387,93.181,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
100812,138.07399999999998,9.651,90.873,54.181,-999.0,-999.0,-999.0,2.274,28.158,144.662,0.394,0.314,-999.0,77.578,-0.602,-2.21,30.548,-1.134,0.001,24.94,0.35200000000000004,258.012,1,36.536,0.056,2.211,-999.0,-999.0,-999.0,36.536,0.00150270483101,s
100813,99.761,44.853,68.987,32.262,5.085,416.022,-6.435,3.219,21.818,128.09,0.856,1.414,0.506,33.681,-1.351,-1.991,28.829,-2.269,1.207,29.173,2.975,209.175,2,35.014,2.373,0.249,30.566,-2.712,-1.352,65.579,0.018636116672,s
100814,107.421,11.011,76.612,81.936,3.082,281.074,-1.354,1.803,38.516,213.386,0.454,0.366,0.159,59.475,-0.435,0.7959999999999999,27.018,1.08,-0.183,12.217,-0.799,422.793,2,80.653,-2.552,-2.678,46.239,0.531,2.545,126.892,0.0640607773058,b
100815,96.165,50.505,57.632,243.222,3.082,418.555,-0.297,0.813,16.512,421.392,0.624,1.092,0.89,91.198,1.596,1.82,56.893,1.967,1.097,105.566,1.76,426.474,2,241.859,-0.1,-1.641,31.442,2.983,0.468,273.3,0.07389912981499999,b
100816,93.371,7.023,60.714,207.585,-999.0,-999.0,-999.0,0.946,6.7,376.927,0.201,0.78,-999.0,146.168,0.387,1.228,29.39,0.831,2.063,55.951,2.237,465.013,1,201.36900000000003,0.443,-1.586,-999.0,-999.0,-999.0,201.36900000000003,0.018636116672,s
100817,-999.0,80.699,37.332,0.7859999999999999,-999.0,-999.0,-999.0,1.175,0.7859999999999999,64.28,0.848,-1.411,-999.0,34.789,-0.731,-2.665,29.491,0.025,-1.765,58.53100000000001,0.895,91.421,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.315779503440002,b
100818,82.447,58.701,60.905,24.548,-999.0,-999.0,-999.0,2.944,24.548,62.635,2.1180000000000003,1.398,-999.0,20.087,-1.6769999999999998,-1.324,42.549,-1.0490000000000002,2.083,24.359,-1.905,138.849,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.977667310069999,b
100819,105.191,56.275,63.93600000000001,1.946,-999.0,-999.0,-999.0,3.064,1.946,66.50399999999999,1.841,-1.246,-999.0,23.41,-1.4980000000000002,2.488,43.094,-1.258,-0.5670000000000001,18.378,2.612,67.404,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
100820,33.298,55.749,26.767,43.408,1.185,75.46,2.397,0.883,2.242,136.406,2.024,-1.3530000000000002,0.193,20.962,0.15,2.439,42.424,0.898,1.969,18.755,-0.865,195.906,2,38.76,1.065,-0.213,34.259,2.25,-2.037,73.02,2.27151654248,b
100821,155.47899999999996,65.14399999999999,120.254,166.386,2.547,234.655,-0.359,2.855,4.629,325.0490000000001,6.617000000000001,-1.308,0.289,21.286,-1.269,2.934,140.856,-0.294,0.25,57.1,-0.494,441.327,2,122.765,2.397,-3.114,40.142,-0.15,-2.884,162.908,2.4554038168,b
100822,87.396,90.827,75.378,30.831,-999.0,-999.0,-999.0,1.942,0.8079999999999999,121.682,1.445,-1.119,-999.0,37.355,1.185,-2.766,53.968,0.764,1.622,38.368,-1.394,94.554,1,30.359,1.459,-0.058,-999.0,-999.0,-999.0,30.359,2.06046415035,b
100823,86.137,16.185,62.413,1.186,-999.0,-999.0,-999.0,2.971,1.186,59.805,0.813,-1.4069999999999998,-999.0,32.985,0.746,-0.269,26.82,1.413,2.6260000000000003,10.755999999999998,-2.664,67.021,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
100824,26.487,76.335,23.621,38.01300000000001,-999.0,-999.0,-999.0,0.698,1.733,107.574,1.705,-0.243,-999.0,25.401,0.376,-0.935,43.297,1.061,-1.067,34.394,1.778,107.148,1,38.876,-1.608,2.4730000000000003,-999.0,-999.0,-999.0,38.876,1.0373534720200002,b
100825,118.883,1.838,80.38,66.83800000000001,-999.0,-999.0,-999.0,3.1,66.83800000000001,88.585,2.467,-0.983,-999.0,25.551,1.17,0.052000000000000005,63.034,1.271,-3.0460000000000003,29.358,-3.089,238.406,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.2123980688,b
100826,107.639,57.242,78.234,2.464,-999.0,-999.0,-999.0,2.8360000000000003,28.147,107.126,1.455,-1.3769999999999998,-999.0,31.237,0.151,2.004,45.463,-0.51,-1.521,19.209,1.117,112.192,1,30.426,2.474,0.292,-999.0,-999.0,-999.0,30.426,0.018636116672,s
100827,156.716,4.172,106.275,29.632,-999.0,-999.0,-999.0,3.164,2.5810000000000004,141.386,0.476,-1.414,-999.0,75.113,-1.13,-2.215,35.783,-0.685,0.917,9.975,1.139,190.698,1,30.49,0.6559999999999999,0.785,-999.0,-999.0,-999.0,30.49,0.018636116672,s
100828,74.01100000000002,50.102,53.503,132.899,1.561,261.78,5.088,1.082,61.37600000000001,367.769,1.809,0.499,0.0,36.015,1.884,2.417,65.158,0.975,3.004,44.392,2.035,390.172,3,134.418,-3.168,-0.121,72.214,-1.606,-2.891,266.597,0.0713571365583,b
100829,104.428,4.096,74.055,9.817,-999.0,-999.0,-999.0,3.0,9.817,71.957,0.7929999999999999,1.382,-999.0,40.13,-1.269,0.626,31.827,-1.836,-2.712,4.976,-3.039,192.486,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00150270483101,s
100830,123.721,84.352,67.32600000000001,2.274,-999.0,-999.0,-999.0,3.112,2.274,73.404,2.529,-0.996,-999.0,20.802,-2.008,2.451,52.602,-2.384,-0.743,33.817,2.398,109.203,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.98298837244,b
100831,103.49,34.22,61.777,133.696,0.13,361.518,1.496,1.52,57.371,498.491,0.691,1.413,0.0,53.43600000000001,1.135,-2.329,36.925,1.446,-0.841,67.018,-1.543,565.979,3,220.601,1.29,1.671,145.44299999999996,1.16,-1.394,408.13,0.309795155685,b
100832,119.609,57.785,60.181,71.01100000000002,-999.0,-999.0,-999.0,2.281,20.106,119.927,2.021,1.384,-999.0,22.079,0.017,-1.98,44.628,0.75,2.143,42.358,-2.687,171.188,1,53.22,2.325,-0.134,-999.0,-999.0,-999.0,53.22,0.018636116672,s
100833,99.524,1.136,61.06,151.976,1.953,405.105,0.308,1.221,91.977,612.03,0.611,1.06,0.979,61.052,2.407,0.299,37.277,1.264,-0.131,56.833,-0.106,667.3710000000002,3,235.221,0.147,-3.094,86.616,2.099,-1.094,513.701,0.300975113091,b
100834,81.04,31.358,56.402,58.157,0.915,157.076,1.686,1.825,50.178,248.076,1.12,1.199,0.0,32.24,-0.008,2.498,36.119,0.6779999999999999,-2.094,15.312,2.729,385.906,3,80.767,-0.919,-1.149,60.997,-1.834,1.911,179.71599999999995,0.0713571365583,b
100835,153.584,0.391,116.006,376.505,0.279,169.91400000000004,0.7659999999999999,1.001,129.64,849.1560000000002,0.14400000000000002,1.012,0.5720000000000001,309.967,-1.347,1.6269999999999998,44.595,-0.782,0.8,44.753,0.809,875.666,3,149.829,-0.747,-1.258,148.299,-1.026,-2.377,494.594,0.00150187015894,s
100836,88.54299999999998,26.945,56.139,115.695,0.7829999999999999,189.628,0.23,1.455,33.536,297.442,0.6759999999999999,0.828,0.002,44.372,1.656,-0.716,29.996,0.343,-1.344,46.644,-0.607,429.191,3,136.637,-1.011,2.436,55.242,-0.228,-0.568,223.074,0.307169523947,b
100837,74.263,39.605,63.416,28.795,-999.0,-999.0,-999.0,2.171,28.795,66.064,1.558,-1.405,-999.0,25.829,2.063,-1.185,40.235,1.004,0.711,13.496,2.742,109.248,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
100838,82.65299999999998,17.293,54.53100000000001,98.189,-999.0,-999.0,-999.0,1.54,30.198,144.411,1.513,0.557,-999.0,28.235,0.231,-0.383,42.707,-0.948,0.608,43.284,1.013,202.083,1,73.469,0.219,-2.805,-999.0,-999.0,-999.0,73.469,0.0640607773058,b
100839,107.37,22.714,74.47800000000002,32.242,-999.0,-999.0,-999.0,2.7110000000000003,1.058,101.407,1.057,1.414,-999.0,33.157,-1.875,2.802,35.063,-0.8440000000000001,-0.973,10.921,-2.212,91.185,1,33.187,-0.08,0.961,-999.0,-999.0,-999.0,33.187,1.68161144262,b
100840,96.414,88.421,59.79,141.175,-999.0,-999.0,-999.0,1.49,94.486,137.026,1.162,0.899,-999.0,40.088,-1.074,-1.0659999999999998,46.595,-1.541,0.349,89.20700000000002,-1.162,360.637,1,50.344,-1.966,2.654,-999.0,-999.0,-999.0,50.344,0.0713571365583,b
100841,89.71799999999998,42.804,51.536,23.501,-999.0,-999.0,-999.0,2.717,23.501,52.619,1.5590000000000002,1.356,-999.0,20.565,0.8740000000000001,-1.05,32.054,1.36,2.559,17.742,-1.496,91.764,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.68161144262,b
100842,78.237,6.812,51.979,38.8,-999.0,-999.0,-999.0,2.244,2.114,98.157,1.003,1.26,-999.0,28.775,-0.12,-0.4320000000000001,28.864,-0.036000000000000004,-2.674,17.016,-2.366,95.224,1,40.518,1.334,1.293,-999.0,-999.0,-999.0,40.518,1.68161144262,b
100843,121.43,13.741,83.381,1.196,-999.0,-999.0,-999.0,3.017,1.196,79.32300000000002,0.562,-1.348,-999.0,50.79,-1.366,-0.87,28.534,-2.264,2.011,24.771,2.533,67.32300000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
100844,119.072,26.638,84.49600000000002,13.312,-999.0,-999.0,-999.0,2.774,13.312,75.061,0.71,-1.278,-999.0,43.898,0.081,1.026,31.163,1.278,-2.755,28.286,-1.824,161.063,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
100845,-999.0,74.156,220.177,2.097,-999.0,-999.0,-999.0,4.195,2.097,64.63600000000001,1.189,-1.405,-999.0,29.522,1.629,-2.067,35.115,-2.21,-0.377,44.591,2.051,77.673,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,6.45833698395,b
100846,96.323,33.777,66.324,27.804,-999.0,-999.0,-999.0,3.016,27.804,66.454,1.962,1.414,-999.0,22.435,-2.114,-1.578,44.019,-1.4240000000000002,1.357,12.691,-0.235,93.294,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
100847,211.935,53.702,147.252,29.666,-999.0,-999.0,-999.0,3.015,21.924,192.49,0.747,-1.413,-999.0,85.324,-1.39,0.135,63.74100000000001,-1.338,-3.133,47.095,-2.109,235.46400000000003,1,43.425,-2.017,1.939,-999.0,-999.0,-999.0,43.425,1.80041816062,b
100848,75.495,36.099,45.188,84.48,3.37,214.349,1.821,1.646,4.3039999999999985,145.095,1.455,1.404,0.836,25.499,1.3259999999999998,0.42,37.106,1.446,-1.222,42.095,-0.273,200.985,2,48.1,3.844,2.911,34.389,0.474,2.448,82.49,0.309795155685,b
100849,-999.0,87.42,80.952,0.585,-999.0,-999.0,-999.0,2.652,0.585,76.933,2.1180000000000003,-1.335,-999.0,24.67,-0.8320000000000001,0.439,52.26300000000001,0.383,-1.919,38.732,1.702,96.829,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.43722321451,b
100850,250.503,65.998,174.555,43.682,-999.0,-999.0,-999.0,3.695,4.052,123.572,0.77,-0.912,-999.0,47.215,-2.389,1.007,36.364,0.394,-1.423,29.965,1.6669999999999998,220.874,1,39.993,-0.642,-2.298,-999.0,-999.0,-999.0,39.993,2.61769903244,b
100851,91.979,30.861,61.356,24.709,-999.0,-999.0,-999.0,2.45,24.709,65.55199999999999,0.812,-1.259,-999.0,36.168,1.612,-1.018,29.384,1.577,1.432,38.026,2.392,183.034,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
100852,156.597,69.964,92.835,43.33,-999.0,-999.0,-999.0,2.813,1.641,123.039,1.5730000000000002,1.147,-999.0,30.353,0.987,-0.742,47.755,2.424,1.6769999999999998,30.794,-0.621,163.715,1,44.931,0.154,-2.923,-999.0,-999.0,-999.0,44.931,2.43391413351,b
100853,218.068,88.66,163.989,181.668,0.119,52.206,-0.002,2.217,11.587,404.411,0.306,0.66,0.0,163.3,-1.019,-1.473,49.934,-0.637,2.627,45.386,-1.261,458.391,2,148.891,0.018000000000000002,1.4480000000000002,42.286,-0.1,1.912,191.178,1.63531765737,b
100854,55.221,3.2,38.164,56.986,2.351,199.568,-0.643,1.446,49.362,215.154,1.533,1.145,0.004,23.049,-1.5590000000000002,0.011,35.334,-1.889,-1.3969999999999998,12.46,-1.245,325.158,3,60.11,2.035,2.173,52.651,-0.316,-1.396,156.77100000000004,0.0713571365583,b
100855,-999.0,81.20100000000002,97.459,1.3969999999999998,-999.0,-999.0,-999.0,2.564,1.3969999999999998,66.00399999999999,1.074,-1.414,-999.0,31.821,-0.324,1.86,34.183,1.893,-3.134,53.52,-0.632,74.631,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.5814614323800003,b
100856,101.834,34.58,72.69800000000002,43.237,-999.0,-999.0,-999.0,2.526,43.237,77.063,0.589,1.215,-999.0,48.492,0.763,3.128,28.571,0.282,-0.675,12.630999999999998,-2.962,252.489,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
100857,-999.0,90.371,70.82,30.457,-999.0,-999.0,-999.0,1.902,30.457,89.55,2.352,-1.396,-999.0,26.713,-2.383,-0.152,62.838,-1.58,1.5730000000000002,36.471,-2.242,85.065,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00265331133733,s
100858,-999.0,114.851,77.656,4.776,-999.0,-999.0,-999.0,2.4130000000000003,4.776,91.173,2.782,-1.242,-999.0,24.104,-0.933,-0.523,67.069,-1.499,1.822,50.006,-1.579,107.635,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.3154065704400004,b
100859,116.386,8.225,88.634,89.713,-999.0,-999.0,-999.0,1.777,19.744,193.432,1.47,1.24,-999.0,44.886,2.404,3.0810000000000004,65.98100000000001,1.681,-1.579,12.46,-1.867,302.789,1,82.565,1.785,0.779,-999.0,-999.0,-999.0,82.565,0.00150187015894,s
100860,96.278,66.77600000000001,88.28200000000002,1.669,-999.0,-999.0,-999.0,2.766,1.669,55.535,1.276,-1.408,-999.0,24.402,-0.936,-1.211,31.133000000000006,1.399,0.271,39.991,2.754,153.333,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,6.01034846528,b
100861,121.302,30.114,84.656,22.533,5.6960000000000015,1134.678,-7.987999999999999,2.8080000000000003,26.199,212.248,0.789,-0.988,0.7090000000000001,45.297,1.252,2.019,35.73300000000001,2.018,-1.5630000000000002,6.345,1.584,290.941,2,68.417,-2.498,0.021,62.802,3.197,2.985,131.219,0.00150270483101,s
100862,-999.0,100.515,203.479,82.545,0.42,96.472,-0.02,3.885,64.74,157.16899999999995,1.001,-0.245,0.0,30.008000000000006,-2.008,1.251,30.037,1.858,1.629,110.14,-2.528,271.487,2,57.029,0.056,0.011,40.095,-0.363,-2.603,97.124,2.69380879528,b
100863,97.873,11.689,68.251,74.27199999999998,0.8059999999999999,105.83,1.294,2.4330000000000003,42.274,255.27,2.645,0.334,0.132,22.342,0.531,0.884,59.096,0.633,-2.969,33.03,-2.7030000000000003,345.27,3,84.35700000000001,1.61,0.7559999999999999,58.29600000000001,0.804,-0.552,173.833,0.018636116672,s
100864,35.093,78.334,32.045,10.165,-999.0,-999.0,-999.0,1.037,39.143,106.868,1.151,-1.3969999999999998,-999.0,30.031,2.384,2.536,34.569,2.247,-2.719,46.444,-0.002,231.113,1,42.268,0.075,0.863,-999.0,-999.0,-999.0,42.268,0.923590182515,b
100865,124.923,69.40100000000001,73.156,90.102,1.581,106.601,-0.625,1.988,0.899,190.461,1.819,1.068,0.918,28.843000000000004,0.875,-2.482,52.456,-0.246,2.16,45.90600000000001,-2.552,222.006,2,78.73100000000002,0.775,-0.338,30.432,-0.8059999999999999,0.99,109.163,1.68161144262,b
100866,183.019,71.301,101.925,36.842,-999.0,-999.0,-999.0,3.283,36.842,80.88600000000002,2.7230000000000003,1.375,-999.0,21.725,0.057,-1.885,59.162,-1.747,1.654,26.452,-2.384,137.486,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.8143889731700003,b
100867,110.621,84.204,103.522,2.362,-999.0,-999.0,-999.0,2.523,2.362,109.117,1.258,-1.401,-999.0,48.326,2.059,1.602,60.792,1.907,-0.917,35.164,3.077,135.72899999999998,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.38022345626,b
100868,112.861,35.076,74.567,52.077,-999.0,-999.0,-999.0,2.574,3.87,126.271,1.293,1.412,-999.0,33.278,-0.633,-0.5720000000000001,43.019,-0.13699999999999998,1.953,27.383000000000006,0.8809999999999999,154.22,1,49.974,-3.972,-2.233,-999.0,-999.0,-999.0,49.974,0.00150270483101,s
100869,122.324,62.688,97.597,20.039,-999.0,-999.0,-999.0,2.615,20.039,99.897,1.629,-1.41,-999.0,37.992,0.913,0.344,61.905,1.535,2.883,20.825,-1.277,140.167,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.14946147248,b
100870,83.71,10.044,57.88399999999999,31.115,-999.0,-999.0,-999.0,2.684,2.359,90.653,1.6909999999999998,1.366,-999.0,21.283,1.425,-1.515,35.981,0.607,1.041,9.417,0.488,156.80200000000005,1,33.389,0.966,-2.687,-999.0,-999.0,-999.0,33.389,1.68161144262,b
100871,92.136,45.058,60.369,58.044,-999.0,-999.0,-999.0,2.103,23.754,103.309,1.275,1.331,-999.0,30.328000000000007,-0.5329999999999999,-1.264,38.669,-0.924,2.9530000000000003,26.122,-1.755,141.29399999999995,1,34.312,0.964,0.977,-999.0,-999.0,-999.0,34.312,1.4548484726800002,b
100872,93.572,24.731,69.748,5.432,-999.0,-999.0,-999.0,2.969,5.432,60.01300000000001,0.94,-1.404,-999.0,30.93,-1.517,2.424,29.084,-0.33,-0.298,14.864,-1.5719999999999998,139.863,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
100873,128.269,87.867,82.60700000000001,58.872,-999.0,-999.0,-999.0,2.327,21.005,121.257,1.4240000000000002,-0.08900000000000001,-999.0,30.591,1.783,2.736,43.57,0.282,0.958,49.01,-2.814,105.337,1,47.096,-0.129,-0.906,-999.0,-999.0,-999.0,47.096,2.41119842506,b
100874,127.469,32.478,79.006,93.087,5.205,1024.629,-6.37,1.986,6.645,247.945,0.738,1.405,0.741,54.901,-2.089,0.534,40.496,-2.06,2.519,41.511,1.705,289.504,2,85.054,-3.236,-0.884,67.494,1.968,-2.834,152.547,0.00150270483101,s
100875,122.711,70.351,78.268,14.168,-999.0,-999.0,-999.0,3.017,44.598,125.832,2.609,-1.207,-999.0,21.423,1.482,0.049,55.9,0.43,2.877,22.186,-0.361,225.167,1,48.50899999999999,0.095,0.561,-999.0,-999.0,-999.0,48.50899999999999,0.018636116672,s
100876,-999.0,94.734,54.78100000000001,23.797,-999.0,-999.0,-999.0,1.977,23.797,64.90899999999999,1.564,-1.388,-999.0,25.318,-1.503,-2.755,39.591,-0.894,-0.8740000000000001,63.7,1.591,82.60700000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.72676351921,b
100877,234.74400000000003,50.253,173.854,20.036,-999.0,-999.0,-999.0,4.2189999999999985,20.036,74.929,2.234,-1.405,-999.0,23.171,-2.132,1.222,51.758,1.015,-2.251,14.388,0.08900000000000001,95.207,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,3.23420391362,b
100878,-999.0,90.225,41.285,35.249,0.816,88.28,1.934,1.505,35.133,223.423,1.758,-0.721,0.227,21.304,1.821,1.266,37.46,0.952,0.038,55.238,2.922,255.652,3,56.898,1.041,-2.089,45.963,1.857,-0.433,164.65900000000005,0.7440562472300001,b
100879,99.525,33.305,72.423,30.175,-999.0,-999.0,-999.0,2.438,11.286,102.025,0.7340000000000001,-1.253,-999.0,39.775,-0.297,2.506,29.176,-1.421,-1.615,9.728,1.223,273.597,1,33.074,1.058,0.227,-999.0,-999.0,-999.0,33.074,0.018636116672,s
100880,86.462,40.439,55.301,50.803,-999.0,-999.0,-999.0,2.6010000000000004,5.777,113.8,1.371,1.414,-999.0,24.326,0.299,-1.77,33.361,0.552,1.924,34.24,-3.076,172.704,1,56.112,0.204,-0.146,-999.0,-999.0,-999.0,56.112,0.00265331133733,s
100881,47.149,62.324,40.863,1.209,-999.0,-999.0,-999.0,1.838,1.209,52.573,1.541,-1.375,-999.0,20.689,-1.969,-1.699,31.884,-1.982,0.14,33.503,2.669,105.792,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.53504479505,b
100882,86.77799999999998,28.562,50.93,177.419,1.604,105.019,2.55,1.234,72.021,280.226,3.149,1.412,0.0,22.873,-0.309,-2.309,72.018,-1.279,-3.072,88.223,-2.712,299.155,3,73.027,0.985,0.098,44.881,2.589,-0.009000000000000001,185.335,0.0640607773058,b
100883,130.142,41.024,91.83,50.76,-999.0,-999.0,-999.0,2.55,1.914,139.66299999999998,0.916,1.384,-999.0,45.81100000000001,-0.188,-1.4480000000000002,41.947,-1.129,0.921,18.336,-0.7440000000000001,160.77700000000004,1,51.905,-0.151,2.609,-999.0,-999.0,-999.0,51.905,0.00150270483101,s
100884,103.762,25.266,78.667,5.7639999999999985,-999.0,-999.0,-999.0,3.017,5.7639999999999985,69.884,0.99,-1.411,-999.0,35.111999999999995,-0.461,-1.177,34.772,0.569,2.271,6.026,0.149,101.72,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
100885,-999.0,79.512,89.205,0.922,-999.0,-999.0,-999.0,2.654,0.922,71.634,1.5759999999999998,-1.382,-999.0,27.81,0.149,2.579,43.824,1.84,0.532,40.579,-1.929,76.202,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.63035666654,b
100886,113.859,28.324,41.817,290.63,3.071,767.01,-2.329,0.8390000000000001,66.204,599.092,0.34600000000000003,1.394,1.0,85.271,0.657,0.277,29.498,0.142,0.939,180.982,0.5489999999999999,666.328,3,216.288,1.706,-2.239,124.167,-1.365,2.3680000000000003,484.323,0.00150270483101,s
100887,164.87599999999995,16.477999999999998,100.346,20.602,-999.0,-999.0,-999.0,2.9360000000000004,20.602,91.679,0.637,-1.095,-999.0,56.02,1.016,1.145,35.659,2.061,-1.599,39.846,-2.039,252.958,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00150270483101,s
100888,117.899,100.258,102.691,29.099,-999.0,-999.0,-999.0,2.236,29.099,120.317,1.92,-1.3330000000000002,-999.0,41.209,-0.966,0.014,79.108,-0.941,2.25,33.738,-1.38,104.8,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.12218947794,b
100889,64.018,45.831,50.136,50.847,-999.0,-999.0,-999.0,1.426,30.296,134.696,0.578,-0.97,-999.0,46.379,-0.32,0.884,26.801,-1.3019999999999998,1.917,19.597,-1.199,151.343,1,61.515,2.415,-2.653,-999.0,-999.0,-999.0,61.515,1.89565341247,b
100890,101.778,13.904000000000002,65.822,42.25899999999999,6.323,878.3480000000002,-9.508,2.97,5.118,142.27200000000005,1.297,1.396,0.915,28.953000000000007,-0.35,-0.213,37.558,-0.243,3.102,31.964,-2.777,185.4,2,45.185,3.86,-0.448,30.575,-2.463,1.604,75.76,0.00150270483101,s
100891,205.859,81.579,168.44,114.885,1.235,78.875,-0.28300000000000003,2.736,16.13,224.418,3.728,-0.027000000000000003,0.277,23.838,-1.712,1.5930000000000002,88.87899999999998,1.014,1.349,36.207,-0.256,264.73,2,81.182,0.932,-2.393,30.518,-0.303,-1.516,111.701,3.19073438147,b
100892,93.551,48.423,74.095,38.49800000000001,-999.0,-999.0,-999.0,2.4130000000000003,3.483,114.221,2.573,-1.063,-999.0,22.081,-0.913,0.648,56.809,-1.982,-1.516,10.327,1.682,147.911,1,35.331,-0.126,2.066,-999.0,-999.0,-999.0,35.331,2.46854050951,b
100893,122.804,6.727,83.28299999999999,16.065,-999.0,-999.0,-999.0,2.873,16.065,85.193,0.5710000000000001,-0.457,-999.0,54.22,0.847,1.477,30.973000000000006,1.314,-1.358,34.549,-1.564,257.181,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
